symbol,timeframe,active,first_day,last_day,n,sha256
SDOT,1d,0,18305,20657,1618,6576b181ff1cf30a8529b1c5689bd1d3b22509ac9d2ac88245b5abae6b4fe1d4
SECZ,1d,0,20210,20657,307,77e9512b22c29ec123c8add0822ba59e2d20d74716c349c3fb37ae406ef73cb1
SEI,1d,1,17898,20658,1900,467b8a15e5053d2956b64a2c2583245f61a3eecc550d5158f93bec43214b1963
SHAK,1d,0,17898,20657,1899,a6dddae937207d6c4a97627953965bcd2fa4d7b52aa01264d1c73bbdf794b427
SHAZ,1d,0,20502,20657,108,299dd1c0232532baae860f439da18f43359678a4a13ce8b63b6cd2182a965711
SHMD,1d,0,18974,20657,1156,bd1ee9ffdee6b9a40a8c3b8eb75e152be150a190b441991c23e7d9fb19494021
SHW,1d,1,17898,20658,1900,e23a70e77fc194027ff13e871bcf06e73fa67939e1a9408d446266c87a7f2c1a
SJM,1d,0,17898,20657,1899,4b3cc3c7d35cbf08f353be5413439e3b9186335c2c20f5d29d675bb6169bae31
SKIN,1d,0,18590,20657,1420,35db2a98ebdbd2ac4e4583ecac1db48ac67d493cfb75fe71e66499ce4c566ed9
SKYQ,1d,0,20006,20657,446,57091dccf59922fe1c04f961168d1b1d88edd0d783d45f61d061a7f2d17b047a
SLB,1d,1,17898,20658,1900,ec7c9e6ea4a6452a35de3ae52892aae1cf8e7c2b883866a80bd31013a7ff23d2
SLDB,1d,1,17898,20658,1900,6891cb09050bdd736e51ca6cf330344ae96203974d90cd57a4d87e57ac549d69
SLS,1d,0,17898,20657,1899,efde96b56583050628c0ea01b19d5d97113cca12299f9ada87387e1f6482684e
SM,1d,0,17898,20657,1899,8ab9b2558e39b0e48e314276484437182b7ed58bfe4fc3c3fec40eba158700b0
SMCI,1d,1,17898,20658,1900,4584489aa5635e5f4db2e0a05d6f46b227d957dfc2bf7ffe97e4452985391608
SMH,1d,1,17898,20658,1900,666bf0f26192e64fc3727ac2a2ca364e8ca2271b75293857bbbb875cca3399bd
SMPL,1d,0,17898,20657,1899,7ba3c0e083298c050cb27154da570b4d9efb06f5809cdbb51064e91b17e08c5b
SMR,1d,1,18605,20658,1411,099a2e409a0525cf09dd098a4dd0c2a66807f28f273adb0b28b2e8a4d2c75f3d
SMU,1d,0,20280,20657,260,79980d5a1d3930af5b59b63326d23cd824003492fe3ecb80262297ffeac1f567
SMWB,1d,0,18759,20657,1305,c6bef5fc91ea54a76e7a57283cd7f7a6b4591aa1d23cb46a67f7d0e26f3253d3
SNA,1d,0,17898,20657,1899,5cff10a646a8538f58301ad19493ace8b9971460f96242819353102deee63fdc
SNAL,1d,0,19306,20657,926,3884aedc15f47c30cc15e49968e40f0ab1f5fa6324c2ac5276916d467b16d2ae
SNAP,1d,1,17898,20658,1900,3de7d0d8f18f215c3e1b191b6de5f1735c61940f3eeec57bfaafde4535e9a27a
SNDG,1d,0,20585,20657,50,846264896bd4e37dae30dc4e0c202cbc1c785953fb8c8fbd764588bfa3da6993
SNDK,1d,1,20132,20658,362,49a4ad03fa9429c99bbb6e3b85c1a4140d85f31945e301e70b7d77a3878f5ea6
SNDQ,1d,1,20566,20658,64,b2e7f7c01ddac476305ab5957e668576f89d33249341a2ed78c84e58d7abb158
SNDU,1d,0,20524,20657,92,fd8dbaef0ad7feac113f7594804c4be2b7dae4552fc3e183861c3dc82cf8ae7c
SNK,1d,0,20619,20657,27,77b0c909b6c94060e736f374ba5671dd8e6a00870be2c629b910bb1c5d258afd
SNOW,1d,1,18521,20658,1470,c12c9f603301d616225ad43328e6dd7a4074032f82f0ede0ec6e2b22f49aec0b
SNPS,1d,1,17898,20658,1900,87d635e73c7bd745aa7583996961053822e3c784d0ad8b868f76264e082bfff3
SNXX,1d,1,20480,20658,124,b2721870660c894849e2268d28c4c29d067e56e1dcbf8ca5b59d514b783e8fc7
SO,1d,0,17898,20657,1899,fe5386ea361d6530955df584cc7c5439ad41709e8ec774e96ca1fd9d994e1e4e
SOBR,1d,1,19128,20658,1051,cd8f39a39c060309a34bd36ee99752640e10186f4904b80db3cf0dae6eb0dbae
SOC,1d,0,18737,20657,1321,bef7a33204845c96346fe7c0e1b729281d40c5e30b551355796c4f86deb7761f
SOFI,1d,1,18596,20658,1418,274d6cc84fdf2e40b175264eb6e3a22483eb91150327ace029d27d614ed18dda
SOLV,1d,0,19814,20657,580,c354650740b05d6d6fc35c7533cdd877cc28756fd765a3c825d8747f71e3a2a8
SOUN,1d,0,19110,20657,1062,fcb6a1202f0982eeac076bf79eed50e62ce11f8f56223a4de8d8f46d2ef7d3ba
SOXL,1d,1,17898,20658,1900,5b8320f68f22b0f7377df71696571bda1334d0af53f6adee04fc249f75d5e204
SOXS,1d,1,17898,20658,1900,5b28c1386a9a7f15d6ef47f951b12fda25856ab5a29cadf48f5e7723746a769f
SPAX,1d,0,18801,20657,979,da9669c3557168789ea0f987ed4240765d592e4209b3edec438d661ea4f720b0
SPCF,1d,1,20619,20658,28,5b41d97b11e41ac824b13e03cc186a617adaa62aec4daa3b161cfb1bdac045d3
SPCG,1d,0,20619,20657,27,39db720b2025de95d00434d406909b41d50e1109c73210bb2a1e982f19f2415d
SPCH,1d,1,20619,20658,28,e4141afafbdea432058712bde155399b0278630c53f43d3f29d57a235c77fdf3
SPCQ,1d,0,20619,20657,27,ca54be8a6f8d1648254af6f17bd0898f290646b91720db8ed698d3d89fbb0a1d
SPCX,1d,1,20616,20658,29,aa1c429974d172338fe70be92dbaae706c223622d266e680908f237cae666b5a
SPDN,1d,1,17898,20658,1900,1fd56cd7445ca294c71acd9717b30d131c0fa29d7d736fc4da28ea7cddac6e73
SPG,1d,0,17898,20657,1899,6ff714732e8a1212a906e753207d65f40cf23227030956f2e63f36129a44ff5a
SPGI,1d,1,17898,20658,1900,355fc3301171cd369033d4f2d5be44fac30af1cb36b2062fc93092cec80cfef3
SPIR,1d,0,17898,20657,1899,14152727bf5fd52dff831d118294aaa0814b99a07a5f750abd7173ec9c8fa9fa
SPY,1d,1,17898,20658,1900,5963a0e18139f4e0a1ce77e2ca75ba23838ea237ecc9c38cbea6e62cb1e9d752
SQQQ,1d,1,17898,20658,1900,2db952c08f8dc314c4c4e758254540c327ec82703b4f7ac5f5d692af50560a79
SRE,1d,0,17898,20657,1899,4ae4a71eae8e5b2a96eb7c47f5aa445b510d8d89d8d903418bd95a68d8f0bbd2
SRPT,1d,0,17898,20657,1899,bff034b0940b6f451ecd748434d14c9af3bb167433bcd4eb90774323773625c0
SRXH,1d,0,18807,20657,1272,8f997447860cee94c05246546a2b1028dd4dbd6ed5c19b128ad7581192e68eb8
SRZNW,1d,0,18851,20656,1240,cd563d6fed2ab1ba3252f92f51b5b5995ab517dede532aa8f48db61ed3e77353
SSG,1d,0,18040,20657,1800,372511eadc12d08361751f0db234ba8edee56ba5669efc5b07f344119ea5116e
SSPC,1d,0,20619,20657,27,c427f07c115954fbd5171d9d840f185c04c75814db6bd3c79f90e61d1d526cb6
STE,1d,0,17898,20657,1899,4248d918c7d1c5fa93699a2eb2b80c41126648ee8f624a0e26d10a9999f5a27c
STLA,1d,0,17898,20657,1899,dc58585994ff380b27ef9c0d2b03f704164343ee42b20f366ac05a9abb96564a
STLD,1d,0,17898,20657,1899,878f3f5bd1dd130b061e7a8dd7e3401f437a8dfdd9d7b2f1fa01a32caaa53578
STT,1d,0,17898,20657,1899,c276da2255885c72a3f38efe3b1d62270b315e2eed243bb2478ddb1f685d0d94
STTK,1d,0,18544,20657,1452,8968618f9172a96f615922c392dcbfc2d164292f43502a4087c96a685d7e677e
STX,1d,1,17898,20658,1900,d288d7baa6bd03c73ab236c9b9f7f50851dc7f6040f0b0d4f1bc1dae23398a9f
STZ,1d,0,17898,20657,1899,e6deb3d47e74db2c3170a6985633e2254f4718f2e4942c010b3809c330b020a4
SUGP,1d,0,19746,20657,626,1af8152de6af825f62c19fd6d305ed509999f60b7fa29a424089ec47ab1b1e98
SUNE,1d,0,17898,20657,1899,2a53b3bad1539e95a144e117c27c63f2072720fcab6c9cb18d0e64ca68c8f3f5
SURG,1d,0,18933,20657,1184,377f37c15180250554d13963da5d0ad3b33e3fe3f8ee0ed4f450f09c727e6c90
SWK,1d,0,17898,20657,1899,c7bd216e2fcf3e8ee0fca9f83a8576ed39275abea91cea61c0353907b5b37582
SWKS,1d,0,17898,20657,1899,540ea4885a9a841189c7ac3dfb735eb3391392ddf03b586fab5f5cfc8f53180b
SYF,1d,0,17898,20657,1899,7fa55522ee8c0f2680a979f245c820e838715d371d2fc27c4e0fab7b3b7670c8
SYK,1d,1,17898,20658,1900,2eb5857460f736219e0c7f48c907f88b7a9a0320b0a0b46fb410ff6be88c78f0
SYY,1d,0,17898,20657,1899,d9cfe5328a628965c591eff5c0826c8065172aaf890b4e8dbc2e750c15a574a0
T,1d,1,17898,20658,1900,4cccb9feb31b7713a5f28d618ace98dea10a23b9eb207975cf6f22bd744b3dba
TALO,1d,1,17898,20658,1900,a35d357e2847e23666234793a53ef60fb6a9400af8d877738d9f3bef6719adac
TAP,1d,0,17898,20657,1899,2a76ef72dd7916235165ca37a5f056b67edf86e6cd966251961a1d6a579db615
TARS,1d,0,18551,20657,1447,3fd8871836055d292bd09a4c1efd50fb1632541d73a373ddce94ae21497a7b63
TC,1d,0,17898,20657,1899,9abfceca7f360fa08fdde3484dd5847675ff32d278c58c2b3ae8a4772c3b4f07
TCBK,1d,0,17898,20657,1899,b823b5f97169bdf3c74e429150173061603bf814aaefae9ec07eb6e0709b461e
TDG,1d,0,17898,20657,1899,7065447f2e948e3448051f2c4cce1f0ba6dcf712080632c6c689a2f31be483fb
TDIC,1d,0,20292,20657,252,7bf2938394cce36fa5b2bd6f05048753d9b77ed6d33fe93f94d5fc566959892a
TDY,1d,0,17898,20657,1899,a054895a7fdda4d4559c542ed648fae2bee006b5f9aa67d1bb68d04dd6c92cc1
TE,1d,0,18271,20657,1641,2614d3a05ec6a2534b6723c6801f53580d1fbc3d49545bbe008fbf4367a0335b
TEAM,1d,1,17898,20658,1900,2787a4338da5a21928509f1285882268b9ed057450d76892ea4caffbc0a63f29
TECH,1d,0,17898,20657,1899,c481a88feb5f8bec053a55e88e2edc4405d8f3bc0752682e13acbe73b32b920b
TECS,1d,0,17898,20657,1899,765fdaa4c41ae5827e369ee847943ab1ec50e0e1277347d7f82669bbf45326f5
TEL,1d,0,17898,20657,1899,a6fbe885b96879f1813211afa1d4fb15b87977da973b4fe10b1c511e4de1a7c6
TEM,1d,0,19888,20657,527,b675f5d243fd144bf8db7112adea16b2dfab01548bb8263de7c0565140ca6022
TENX,1d,1,17898,20658,1900,1df00acd89d5213b0ce4666a14bb5326707b2f958599f009c274bda4cf8954e3
TER,1d,1,17898,20658,1900,30c90c8fec1234f65336a4c54ddfc54e22a0daa2d84c21eb065d66621438471b
TEUP,1d,0,20602,20657,38,e5650a70f40584956e79a3d91d3b6de36fa4ffcbf035baf08f90b93b6c86c404
TFC,1d,0,17898,20657,1899,4d9ecf658f74e43a44fc422aa8a06a6834ee19e8c55abcd48e5ebbf32073139b
TFX,1d,0,17898,20657,1899,f3894d530f586a533b39a1abd5325773776ac3877d53d967de84e280ad7cfac8
TGB,1d,1,17898,20658,1900,2c97df997b7d2a686ff81620b4f6996d708fbbe3453dce5c3fc150fa03fd537d
TGT,1d,0,17898,20657,1899,d1ce488aee047b8eb760b58ecd9659f26320e8d936500d544974c17b016f59fe
TJX,1d,1,17898,20658,1900,e17a4fbcf6e5bea2e9c4288baf16d8dcbb01d5262f1e7831a241ba98f8d8b37f
TLT,1d,1,17898,20658,1900,ba4ca6bdc7595fd79784670d122dbe8bd8e052488ea4292a65b6604a6f54ce91
TMDX,1d,0,18018,20657,1816,8bdeb172ef02d4348206b020ae1e8c266211d4b00a779d4d10f4b3f6b3d0edc1
TMO,1d,1,17898,20658,1900,8d9469b5e9b045c6727329721136a1f684784b8cf6bdf8cd694affbeef5c8dcf
TMUS,1d,1,17898,20658,1900,42cdc5600d014f1a43fb6de22598113576f322c7a903632d6ad4dd61bd2e2761
TNDM,1d,0,17898,20657,1899,124d59c1c3ba8ddaf4abc5abbf057136deb3b9ad469dc7971a6e8b39151ccb51
TNGX,1d,0,18508,20657,1477,e22d75c698a19c545a5986ddd152b5bcb7bd14d5073b555c53e2ad131e81f8fa
TOI,1d,0,18417,20657,1541,48e35a8040d1d36cefc49cde49d3be1df42a5b270073648652c3aa372054c259
TPR,1d,0,17898,20657,1899,a9ade38d10f7a288b0471b24248350192d126b05c2468da943e2f6c8831fd8e0
TQQQ,1d,1,17898,20658,1900,4084a27a9b227794b2c00465752963a864806c225c4288314205d3d7ec4ea48f
TRAX,1d,0,20549,20657,76,6b679db85b30a6ca545356368f6cf38bacf2574eb3c82ffb4daf1dff68eeb5ab
TRGP,1d,0,17898,20657,1899,c791bd5c2afe319e4073415a9d719d3a4bafd194f78e5ccffdba74ea96097875
TRI,1d,1,17898,20658,1900,18f8eb16a8e41a139c791b8d6019c99ee5d7ce545f4e0093cc1de5ed881780a5
TRIP,1d,0,17898,20657,1899,500f5aa19de6e7ce033a66a80387a5445fe30d3eabe0e0e814f6223c31014f1c
TRMB,1d,0,17898,20657,1899,074d8e6f5bf2bbed3a8ca3e88f94bdac4475937419dd4c370483758b5827cfec
TROW,1d,0,17898,20657,1899,e55a36bf5298df694002877cb288fbce84a6a55d70367b12de07ff08eb6667d2
TRV,1d,1,17898,20658,1900,b3d36742d2ab449ba0145acb42aa19262458fa30ed8c393513015974df7e5e09
TRVI,1d,0,18023,20657,1813,64babf64dad1900b19396c9cdd236389525fdfe2363c86c213e6dc11f1aca321
TSCO,1d,0,17898,20657,1899,655dec32cf9c1f9a8e5596df2589f53dfe569dd2fd7815ee193a1a8a28139739
TSDD,1d,0,19592,20657,731,618432843bf63a6cdd48aa0484a0b57b91ec0616fc1f9440451ba11af7832fad
TSHA,1d,0,18529,20657,1463,2eaba76f59799c1577bbc1e4641e85b03db39e60654710020b3f7b349aa73b02
TSLA,1d,1,17898,20658,1900,62655b51ec2619d4c21f4e012ddb173022164e164ba7e628ca69b9394a8a0457
TSLG,1d,0,20070,20657,401,146ae0038b5b129a1fc4a6754544e6ba52ad9a014327ec9ea98cb731b2503af7
TSLL,1d,1,19213,20658,993,7549dea7218e3cdeb0f948f169437adf4d084c6172deb5a0c985a29c0279ba11
TSLQ,1d,0,19187,20657,1010,b45e6011b187d8c4a242773091d6e1c220c1f1addfa826d10d9ac67cb2a8efa5
TSLZ,1d,0,19649,20657,691,4a7da4bdd95416c43fb6e8d4e2dfe01c8b4f1be9fa37f0872658cf2f52308df8
TSM,1d,1,17898,20658,1900,6a5f9443a8cb372cecf4b3ef03b84f3dd358ff1bea9163ed3d592aed1e677f1e
TSN,1d,0,17898,20657,1899,5193162393290dfb61c830d0c8a97f422700a2d443698fc3ad744698cba80028
TT,1d,1,17898,20658,1900,f00dd558593d58c3fb1cb652bde48c1192c0d451bca143a61005e324fcf54a66
TTWO,1d,0,17898,20657,1899,d7f4d3f9f15b6e868466e212d26d4b8813f54dac6822b520624cb283d646e737
TVRD,1d,0,17898,20657,1899,c6be857fe5949aa7fddcbac81184282b4ef3885027708b42f8acffcaa8260bcd
TXN,1d,1,17898,20658,1900,882261d216f9f92bdd51544555ba0f2a6098f19b602ff56efef1a41d9b120236
TXT,1d,0,17898,20657,1899,e52359695b56d7373b4dfe383456de1672dbf9eb4d13a294c8660039b0d25079
TYL,1d,0,17898,20657,1899,7bc4d94ece8738a7ac82222d592629a9ff799ff6535950421e35649232367712
TZA,1d,1,17898,20658,1900,0ebd160937e6c6c3d64a1e9aa64fed1155f1f768ec9ecb54b4333c23e62e7509
UAL,1d,1,17898,20658,1900,e038884a901aa20411b89a9c6bf275c474e3b17049933d203eb46bb51f2db9cd
UBER,1d,1,18026,20658,1811,7e34b9381bd60f1c091a75c8a0f634af40b59098b7a72edc5dd2f9427112d019
UCO,1d,0,17898,20657,1899,15c25b6a94ccd7be9af6c29d9fd3af0c0f7956cbc98df6d7f17c6b4372bbc4c3
UDR,1d,0,17898,20657,1899,f8820203db16d1f5fa8ce5972084d0a2b93ff90a93d5066723c967b758c125ce
UHS,1d,0,17898,20657,1899,25c9ee74a0e839efa44a855f8b92b2ae6d995b111de07ceecca98c9aecc7ce78
ULCC,1d,0,18718,20657,1333,f81c58f0aa56c02856669a25d82ce05213fa7d4483e8d25b2c38c09181d964c1
ULTA,1d,0,17898,20657,1899,0f8de73d765e8f94d979da978b590cd2097df50853d27b4de0a7017b762fac1c
UMAC,1d,0,19767,20657,611,c8d1a379f7c45dbb369dd8b07b5eba4e12e561ec8dea299e1a93b7bb7aad1b25
UMC,1d,1,17898,20658,1900,37de197ceb67c476d8b2ce27d8cb769692b503e62b16f4363cd8a2ddadddebea
UNH,1d,1,17898,20658,1900,6e6548972bf52839c32a045faa7ee54492a67bc9b2ccacff58c03491c3251124
UNP,1d,1,17898,20658,1900,9e2101465edc8cf69c7e519b8ab326f75981a2d37a915e9bf4749f7e58eaf43d
UPBD,1d,0,17898,20657,1899,131029bd92023ed96a7612afc1f31c180ec0f6025993a87a9f3e9d8f75b3df41
UPS,1d,0,17898,20657,1899,90d39f89b78d3bf1b82e6d9eb8053bc395c81a7212e5d081ccbb06f0cb9b2b2e
UPWK,1d,0,17898,20657,1899,c95214cbfc7670dac2d97e8d3b344f162d62425cf3b548b17375d3e0db534bed
URI,1d,0,17898,20657,1899,afe2efcce06a845c6b907a0980c6b3f4068f011e886a71075b9da894572385c9
USB,1d,0,17898,20657,1899,667487df01d24f26dd02b50578bd7f89202c1fbe2a644dbedd36a1e7f3f3adbf
USO,1d,1,17898,20658,1900,148aef647755502e4f311c181bd9ec296640233441a09b42f0a4644a15f6f56c
USOY,1d,0,19853,20657,551,2e2cc67394389cd29fff09ce1cd4d68cc6962924070817171cb662ec9d5387b3
UVIX,1d,0,19081,20657,1082,43f443f63a161a541e10932648b2d6f347507a18d462353de6d752851795cfd5
V,1d,1,17898,20658,1900,f2dfcdcbb328c2e8247686fc6f7aa1cfd21cd14753be6cb4229ce302b603f7ae
VALE,1d,1,17898,20658,1900,d227c2d250ba6570e14cfa8295e9bb93c75bfabaaecedd963a14403a84c04a16
VEEAW,1d,0,18753,20656,1308,4382fc46511c6a673fc8d1fb32290368ad2d0d994ef837325a814ec0d05349f5
VEEE,1d,1,18829,20658,1258,4aceeb0ccbb077cca46df37432158c91717ddbb99f4dbd035231ea8522bdbe1a
VELO,1d,0,20319,20657,233,00299ceebc14f09aea27a7a5689b15e0f1441dff4fb92a8296f28108358b0108
VG,1d,1,17898,20658,1900,3451dfb0646525c345c7c3314d878a8680759a3ea4d3bde34f41478e3e36761e
VICI,1d,0,17898,20657,1899,fbec668492b0921f120ff5051b004484e9ba5c9df33d44560a58b537d7334108
VIVO,1d,0,17898,20657,1899,26eb8e28796e10608761abef6a0c24689a4ba3181bc2e839453cdcbdf0ca0918
VKTX,1d,0,17898,20657,1899,7c36fd5ec28ca83114f1a07ed58319b51125b030f735c9ab30a289b478539ceb
VLN.WS,1d,0,18900,20657,1207,1b44ba52ef2772e227ac2cfce5306a12862b2119af8c006f852dcc849656589d
VLO,1d,1,17898,20658,1900,7bbc5c824608b4168087f53205faff57dd230961258c42b6e1e1e1f719e2c4a6
VLTO,1d,0,19632,20657,704,669918ce5d4f7828942f6945e2cb60718ce2dd6e7cbde8daa726d2acc9d9c2fe
VMC,1d,0,17898,20657,1899,df62af047cf3a779c42aa417148bc026f8d8c2b5b139370dac82462131828642
VOD,1d,0,17898,20657,1899,a796ca40030b5e1359fffe9f8e113424677d171990e8c293baea974a3dfd1e66
VRAX,1d,0,19194,20657,1005,8fdd53fe94bafb0fa588c1daf680a9efe299866ca6bf70fe3356234a6daaae4b
VRRM,1d,0,17898,20657,1899,fe4da85d84ae6103a626c22194efa3373e62448b65b758d36494257532d7a79c
VRSK,1d,0,17898,20657,1899,b566eafa909d11eae5de79d521f4db557b18282e5c0d43f2ad37ef22280c1fc4
VRSN,1d,0,17898,20657,1899,f3f76ed94301a2f4b67ccd802fe19cf80390394433a184e8ee2816ab04c7a812
VRTX,1d,1,17898,20658,1900,04e4a62407ae84c4050fa07a48f7f52f79a7ed19d8417a0626656bee3e6eff19
VSAT,1d,1,17898,20658,1900,51c97a987f06a46120a7225c9fe6854ce46ac73b68f632306434daa8c884cc70
VSH,1d,0,17898,20657,1899,d02ca6951eabe1b942699a04c5c5266d177ac3951996818b6b7fc1a211a46292
VST,1d,1,17898,20658,1900,a35e221e650aac3c357bf037b769a7183393753f07d35e32d624787b27404841
VTAK,1d,1,17898,20658,1900,d9ecf9b7c995d1493d7eb612607a39cf1f215bd314a5be0e660dd5856599870d
VTR,1d,0,17898,20657,1899,ed04169422289d10a729d6093885bfc6e8c0d10b3a6adfb31ea2e4864d869917
VTRS,1d,0,18578,20657,1428,695efd4acd8aac655f82eaed1aa430b406b7462df2291f0cb61f898f790ba6fd
VZ,1d,1,17898,20658,1900,9025fe5de2ff556874100bbf28a05b029b99c8a42a4747d0c221158525248ab6
WAB,1d,0,17898,20657,1899,f82a748af3131e4e87646d249ba20ae9ff17f1186e319fa804f26f7fd8485ae3
WAT,1d,0,17898,20657,1899,8c234f863797d022a6d57190c1af8d3d05084706366034d0ae6abae12569348d
WBA,1d,0,17898,20327,1673,6475f476878ecf64c6173df7d9c665c7d8b0b23ed4571b324d3ae17735e386c3
WBD,1d,0,19086,20657,1079,2f890f080fbb3760e239600b518be907fb815fc064ec0a2c4282c0abe91f69af
WDAY,1d,1,17898,20658,1900,27f21a631cf6b4b1ead3d32ed76bd6cf1c7577ae0baeb28c9bcaf4a1492ea999
WDC,1d,1,17898,20658,1900,898833844d31130d929cdd3ac404c85ad9bed9377ad114a9729e1abf62461cda
WDCX,1d,0,20480,20657,123,ea57e1e9ebf7394212d077be4d83dd65765ff38b16294ac71c9b996fc6b364c5
WDFC,1d,1,17898,20658,1900,a8c6d1f81811250e50a6e79df8725316b7f989e007710888ea2108db944a54a1
WEAV,1d,0,18942,20657,1177,158b3075c88a4939062e44237c170b557ea0ce5b111b812f7feb192218713a68
WEC,1d,0,17898,20657,1899,84e8fbd01cebb4a8396947995d3cd04d0112bd3a2f1bc23207fe1fc0bfab61b9
WELL,1d,1,17898,20658,1900,1ae2544f36b49a97752778730666011b7f188e98fca39ee0f56823b2cf473863
WFC,1d,1,17898,20658,1900,aa8f1f0211c7f144ed2c5a41ca393f24d2a84acd263be390b4d5d7a3fd6e6f88
WGSWW,1d,0,18564,20655,1436,76ca0a37b6e1c6f081dabe8602005433d16fcd666e9a79d891d07c9454b6e73a
WHR,1d,1,17898,20658,1900,e3bb01c345014d44bffb1eca169d4e4c9edef18f245b2a369ce54ccb59983f40
WLDSW,1d,0,19248,20657,968,7d7ef99a12e5743af9082db394c09d84b654282736214099a1b9dbcb6c6b2d4c
WM,1d,0,17898,20657,1899,927e5ee22331d9a6fc9053f99ad14e8f043442b8ce8577a4743b7acaa8306a8c
WMB,1d,0,17898,20657,1899,ca0984e0cfa3fc5de8e114302f00771c21f2c7ab4caace52f2d2572099c7ad16
WMT,1d,1,17898,20658,1900,420e2614c499cedd05f93bfc9b953cf37d25560b38d5cbd75b9ae78c1f96fb2b
WOLF,1d,0,17898,20657,1899,0a9bf4b320f9ce5774d912a22d1fc1129014dc656e2d74615240b875c6f1096e
WRAP,1d,0,17898,20657,1899,c4559f7baebf22aa999307ea7c64d4b6a7287562b26c4a8e70d0153727ee98fd
WRB,1d,0,17898,20657,1899,c7718e565a4b4edc5edd58a5e36bd6d315cdc5e66e0970aa31c5768c86d7dc1f
WST,1d,0,17898,20657,1899,99d617775d57badc4259c81b64ac3c3e804efd7b3f05bb1a5de3875142f86898
WTI,1d,0,17898,20657,1899,8c472e88efb180b9a71fe71028240ed674746c1a1bcfe8f12f151f8f59ee3d9c
WTW,1d,0,17898,20657,1899,beaf2763c38fc9ae5bfe0193113c41411c8f225715639ded78aadf28cb26808c
WULF,1d,1,17898,20658,1900,8c80bfeefe6ba3e247fb43bc5dc1a852ccd3213f0e173629641135e9e610b12b
WY,1d,0,17898,20657,1899,fc8d3e64564abc04c99522b52dfa4248b98f964b087d95aa14f2c0d6065f1b34
WYNN,1d,0,17898,20657,1899,8f214d8a67413e0b397aa323b7dc9ea861cc5ed6de96b2fd4871683ff90f4b34
XEL,1d,0,17898,20657,1899,045c5020c42fb2d386ca386e44ddcb5ea62996efe42eed9cfbfa874d27960ada
XLB,1d,1,17898,20658,1900,ab71d0b79b735339c0f6bae5aefdd7954f5fbafd0d34131f110e4caa86477090
XLC,1d,1,17898,20658,1900,309a97c43c687387a4974bf1a7bcbc89e12c2610c42bf522dfa0f3dfc72dca15
XLE,1d,1,17898,20658,1900,0509b9ceb55b5fe1f8cf30ab61cf6646adfdfb65a75571b517d9cb08a1cc4935
XLF,1d,1,17898,20658,1900,0b43aa2ec301af84f38cd86a845ca7f77dc148365ff0af21f154402bc5b68cd0
XLI,1d,1,17898,20658,1900,d130c4e0d2ef8b319b1df07be519fcde9276e698b85f29c6756aab554c7f8555
XLK,1d,1,17898,20658,1900,3d68385c4ed07b860e9d245d5ed9363f8d637b873ae6782a91a91cf910d55bc0
XLP,1d,1,17898,20658,1900,27d924bd698e5d2ded5b8285fae060b6c581fb11a47db1fc80643e4232e63878
XLRE,1d,1,17898,20658,1900,c53661a782b1a6eced5b12d671975ec27e66e7c034fe31a3bb3bf188badcabc7
XLU,1d,1,17898,20658,1900,01e824caea619c21601f93bf782ffafff6b2d75eaea5df0dddda55bcedbef3b7
XLV,1d,1,17898,20658,1900,5ab4734ce522cdf8222f69ff96c6206cbaf9c07fe3b01f7c2dd430f31a23718b
XLY,1d,1,17898,20658,1900,d713be50d3e65135a564d585c102201a29e5744269d5509029d8c4a2e7d7c1ae
XOM,1d,1,17898,20658,1900,75f886c511cc13a13b0aa65645d7dc02eb4567e80126f2276a0f21c8bde99dc4
XOMA,1d,0,17898,20647,1891,c652212d18794afae149283ada33d8d41f11dd284d23e08239c3c7bd90379e2a
XPRO,1d,0,17898,20657,1899,c3e3f0d74c77ebd1460676d59ecd888d02554f4c9ad601574461d2c36d7be2a0
XYL,1d,0,17898,20657,1899,8c6cc999f042b79bd5b7d56690ab6fb045706e75e45ac9e2e1d4f2929443920e
YHC,1d,1,19579,20658,741,514d78a525fe54b0e25ddde1dcd6c29a5f0189d61f929fc2b6c3eba284413bec
YRD,1d,0,17898,20657,1899,f7430b23aae85a7aecd7c49ab979a59f063004986bec0d328525a5d9cb0edf9d
YUM,1d,0,17898,20657,1899,3066d413ccb0141735546ce7c0cb6c073a180455ee696f914135b4aaf50b32ca
ZBAO,1d,0,19815,20657,579,d6e47de6015482cd185b7002c90d3742cf4f8ec9ad04dc25100f14d54b480f78
ZBH,1d,0,17898,20657,1899,23573920d0c1bf81a30a702ce18ff7bd34d0ef5463465f5ec66bf97f6cad9e85
ZBRA,1d,0,17898,20657,1899,6eb8f9874ffc30c33e24595c07e3514c3959ff86b226245a5daea3adcbd4bbe5
ZCMD,1d,1,18316,20658,1613,4619fc5e757eb30c7113ae1e0f98c9d3bd8f0392778b1b439bf970d98e5fb318
ZNTL,1d,0,18355,20657,1583,0aa399cb55882cb5381719f4e62e517f6c0bd92446dac395255039f3214c1b7a
ZS,1d,1,17898,20658,1900,e052171e640df8b98db6756b28f78ec0d1134c55adc5c8834211fc309227a615
ZSL,1d,1,17898,20658,1900,e53f74e4fdb25f4df6aa853a0c128b9e654290dfeba8a3a1df3c9db3ca849452
ZTS,1d,0,17898,20657,1899,c02c1fa23896e0ea65a2a511cec67f75f02878a8e5baa72271d9be2a460b858c
