symbol,timeframe,active,first_day,last_day,n,sha256
FIZZ,1d,0,17898,20657,1899,eb326260d20186fc50e696a5a1070e2ceb4cce48c0070dc46bce5475f034957f
FLY,1d,0,17898,20657,892,60333a86a3fa56d6471555f96fca7b0432420762d20da4aa1e5557fdae6f10b1
FMC,1d,0,17898,20657,1899,2162580a6238fe1d2034421e0f2da3c3a18afad505ab13c6f246149c3137de7f
FOX,1d,0,17898,20657,1899,eb96b6c9ffbfc55dce725b1ce5f913d98ac63ba47c7791a236de4917bee2573d
FOXA,1d,0,17898,20657,1899,424d0658bb8123b1d8d4345184e2ba4c96a5ddcc78424dfad1b22148a66cf262
FRMI,1d,0,20362,20657,203,a67d349ace3a16deefa57330d42e2644f336b133f6a17ae12204a1720da1b086
FRO,1d,0,17898,20657,1899,2a5eb1eaa5973e41d34ab6455b34ee542f53852372f546e529e6840f6bbfe0eb
FRSH,1d,0,18892,20657,1213,d34c4f167228bf22ce96920ad8bd3ac22fd7db31b856dbea610d9e5c00cf1137
FRT,1d,0,17898,20657,1899,5c560752f422e7d68a5a43f6226848e23ce57e4c73fb84e530c951f2d96632d5
FSLR,1d,0,17898,20657,1899,5a170d3f07582f2757b60bfdecae5e06a69030eacf30251f426a172ab5284650
FSLY,1d,0,18033,20657,1805,41b4b154a5b37d465fef97c7740084755ec6ff2d0f7d7168bbf2c60526481bab
FTNT,1d,1,17898,20658,1900,a854483115446895822215df27e8fded588de3c98a168b3756d1edfcebcb087e
FTRK,1d,0,20231,20657,292,26b2493882f3b7377d3016aa97fe01f928b5a9b587842484f754ff19dc302dd0
FTV,1d,0,17898,20657,1899,aeeb3ea9a7a1fcc14d92169d116ec45942a6e35eee2048544f7cf6aa7eb3b986
FUBO,1d,0,18543,20657,1453,39ccb06705516eff2a20f575560aa0d6b6ae9fba146fd3588d5f7a7dfc99e985
FUN,1d,0,17898,20657,1899,0d30022b61026eac87d03eb5535035650130bacfe83d7ad22e20e0cee8085e66
FWDI,1d,0,17898,20657,1899,2011645f0c503cdab87b5e7a3096f3415b24683868d61b6d838814cebff67ca5
FWONK,1d,0,17898,20657,1899,f25e53f07ca60b3c4062a2cdc3917be4142f5713402ddd392d89e2abba51923c
FXHO,1d,0,18723,20657,1331,d3d7dbd6a17a27ff95b233e8bed58685fa990d2b970522195c7bc5f791733b3e
GALT,1d,0,17898,20657,1899,eb0a6e97867b781cba26c1a1136295c798414026036fd7dbaa4515e4560fc94c
GD,1d,0,17898,20657,1899,955e797345447b5afad5549b0dd8ec99e1489055056f25e00940a1fa0114a035
GDDY,1d,0,17898,20657,1899,99b0af277ff80da1bd66fd021ccbc7a993bda1d15ac09f23c22120d6c62ca6b5
GDXU,1d,1,18599,20658,1415,c0cadad23f2e29bd72c2bacd86a6d301ebe6da3a94be5e6ed5170d1fe6b58aa0
GE,1d,1,17898,20658,1900,b227c2d298ca810cdc6e94cc85486e7bb14c9459898d6db2b515181160fef82d
GEHC,1d,0,19341,20657,902,6ba861da170fbbdd6033f22f9ccea89d6e55ff250fae9c7b63971a079516b75c
GEN,1d,0,17898,20657,1899,cb4552fe57a1fed0c15abd91f38f3e4866f21ab5db0c4daf73f5f995db6955f0
GENI,1d,0,18540,20657,1456,e2caf768b8a6613379cad6f13af0091177d21099d5e9a7d5245f57a7d61fa4b0
GEV,1d,1,19815,20658,580,c0dc9e8c20c3f92b8934726a91a2661c9ffc460bb92c4c57cfb315fc4ed58a98
GGAL,1d,0,17898,20657,1899,d24868c16378362e787a0f61a6541f21d7199d9277c8db3faf850b9f34bec345
GGROW,1d,0,18687,20657,1356,a5fc15cb3a7d2f7397543c66121cb52ec3401de6408f2d2d13be64fb713d66b1
GIBOW,1d,0,19590,20656,732,a29e516db15dae85aed35851bad3de8692d51e141505c436e2939c4456e72bc1
GILD,1d,1,17898,20658,1900,91a2d5fcc0998094dd17b6da66a4607b41803091355160b4e62bffdd7bd0b013
GIS,1d,0,17898,20657,1899,3fffad49aed94ca517c7d14079cc0f1ccbfc746efdf61eb097a1ca480d3472ed
GL,1d,0,17898,20657,1899,e945d4e45d889a9a726685c261a811349259e0f05d705bcb16b78d6d7cb21a69
GLD,1d,1,17898,20658,1900,33344681e95bb3e356071b1935135d6b40e14ef30065333bca6f2dc5561a51ea
GLL,1d,0,17898,20657,1899,484d037635965fc7d07dfa0798fe6db0c26e4756962c18678202b6daf4226fd9
GLOB,1d,0,17898,20657,1899,0ddd51ced54cc5419127deac885b31438f33f5f026827671b773b0df6a62961a
GLOO,1d,0,20411,20657,168,0011a431deceef4578c495509f53258b0f91a70681f92456b090ee43924cfb13
GLUE,1d,0,18802,20657,1275,813696ad0c90b685cdd2b690cc0286c52d6bf0f3c7a6394622a2da7ab0797e84
GLW,1d,1,17898,20658,1900,e79a0aab58b2ed694a0bcf623e91cde0c7d07e1e37b6b375f0c194502d2c9cca
GM,1d,1,17898,20658,1900,4caa39b5fa1d583369a405a3f953a693aa30a7b46422d44dd0c60bf9e38cf03e
GMM,1d,0,17898,20657,1899,dd5ece783bac1b8aadbed71cecc6d75a01d9a9fe66716b4e5f1c3e9a2f8907e4
GNRC,1d,0,17898,20657,1899,5d05236321f50b75f573c2411720fd11deb59f1fed9f983ddc126081748cebd3
GNW,1d,0,17898,20657,1899,b18456d43a5ab7ad52c78a9e4580170f84a5545380c98dab66ccd01dddbc9cad
GOOG,1d,1,17898,20658,1900,c182901c94527cccfcdbd37501b60b983e7c6f34fe0aea22205281f58ff1dd85
GOOGL,1d,1,17898,20658,1900,da4655450351063f6430e46006b531cbb53fe113b522d46c983fd80b03d04176
GPC,1d,0,17898,20657,1899,8786a4a455fdc6e1c3e2c0f1631d905cb40ddfaa4a327c0c0621dee88c109716
GPN,1d,0,17898,20657,1899,c8011c3d4fea7d7500b9f3bf33087cb3a3c92242f7873a17f3ad289c6ce51020
GPUS,1d,1,19360,20658,892,f16b30be503f22e2e7cd83b0b07ef5ecba4ae25513340223e7e07747d23fe62c
GRAB,1d,0,17898,20657,1899,3ebf16c78c1107be7e6460f239386ea291c8ccf45b98c10261e8876017a70cd4
GRMN,1d,0,17898,20657,1899,fcb05a847b26669c45170b21d60f9aed953fcea26a198bbf193c8742314e6a6a
GRPN,1d,1,17898,20658,1900,b6fa86437c329d24a0f60697314eae90e8a4fd1a2e7ea6dc1bd3799ab0c98f23
GRRR,1d,0,19187,20657,1010,701278e9decef9d70bbc8b43ccd7a2004adbe1afb34bb758c9c4e31ab4f47aed
GS,1d,1,17898,20658,1900,24a331c13b586d30350b269907516a542d7cc75dcf203790e2325427540b2da1
GTLB,1d,0,18914,20657,1197,4b0b05efd200154fbdd0cf4c7d1e9e3f35afe5bf9647a4dc64660016d7b0e8c3
GTM,1d,0,18417,20657,1541,2d58099ed2ff79ff1097b14ae3f19f4c21a2e0f2613c623ac465babf49d0768e
GUSH,1d,0,17898,20657,1899,dea5e9dec5ace190583dfe0be65960338bc54eb97de88b4d9964e56fb1247b1d
GWW,1d,0,17898,20657,1899,21ae4fc2934ef9d060b92f8d07fff8fcc1754df549a2304747648c69f47e51bf
HAL,1d,0,17898,20657,1899,2e3c1a3e027fd98feb40a6b903ca12712f5589ba65cba79ebcc42035bc6091a7
HAO,1d,0,17898,20657,1899,f8d3ca2878837a8549db7f22d617b2f5f7ad4b29ae75bba6fa8ea4a433e28851
HAS,1d,0,17898,20657,1899,fbd21325eb7bf28700d8d03f56aacab7008d09d35efff4d62efb1d153d352d11
HBAN,1d,0,17898,20657,1899,988182c457d64650afd5e3ce94af3f21d4ebb65b75842093c622a2bc8de02326
HCA,1d,1,17898,20658,1900,b1ccde644f62a137c8a3f58a1cca8df7dc84d1a738d0d363ee4875f8a3f543e2
HD,1d,1,17898,20658,1900,330e93b3f33391b55e09a7d062e6c99a1cc9acc63136fe73c46711e9f62f4d8f
HDRNW,1d,0,18718,20657,1333,89e444348abb37c7a5702ff953cfa26eeb74a01ed0b1a8e4078ad1eb6a65332d
HES,1d,0,17898,20286,1644,e314d4189a64e58b6614e0e02ce2c5f2824d1e89d9efa1c9a03a822cd878eb18
HIG,1d,0,17898,20657,1899,00eb350a46f1cad9dfee8f9fdc091edc46b1df7924146faf4a4f9b086b443ff1
HII,1d,0,17898,20657,1899,8d7e60303bc2af3ff6001baade394043c0fd17a3f3f69c75f6a8d332ec1f6dcf
HL,1d,1,17898,20658,1900,9d1f7ec4b361a0ce75f006812d9170690090ea26e423d5887e332a522f0b966b
HLT,1d,1,17898,20658,1900,8b852f8ac204267b4b1cf91a2643eaa1a05e071894c037911098f30c463e94b4
HOLX,1d,0,17898,20549,1824,39b91d7c244e950991e84f527ae71a51e68940728299a4c3a2c496bdef90fb37
HON,1d,1,17898,20658,1900,8c0cc29c6e5c0ba710b9e11e4f377de76c602305b4dd3951884d3bd21c4a5200
HOOD,1d,1,18837,20658,1252,a4239a50ae6c213ca3d0b6a5489dede5b7b7563451f44a8fab4f307ecea8d9df
HPE,1d,1,17898,20658,1900,bddae7f53a4dc9f124afe9f607a584225cd912589175a224ba3c8aa973f026cf
HPQ,1d,0,17898,20657,1899,c5ea84eb70f708ae639604918ca997736f63af7e3c1b2019cd37b05250e439da
HRL,1d,0,17898,20657,1899,8f3b38acff78cc74bc71b00c7442a73e1662ab9e17ca181e6b8ed7310bf3b5f2
HSCSW,1d,0,19158,20656,1028,4e14cb7fffdf363b86f022fc9f0696e718e9bfd4250c3c047aae4556856b8ec5
HSIC,1d,0,17898,20657,1899,c562e38367f7538e99501684176a1361689ac7973931b296ed8a29f9e3a0c755
HST,1d,0,17898,20657,1899,d8087b506aed4065d44402bb88656a0f2e0ae63605c77449351855e1208fe12b
HSY,1d,0,17898,20657,1899,cbcc9cd0cbff512e6ced8152dc44871e6231d20e82454a269a7bcef2fd0c869f
HUBB,1d,0,17898,20657,1899,454268a8235d3b76dada2f16020c95ff78ba3e21d8e7d1e5fe108e6377c62e7e
HUBCZ,1d,0,19419,20657,850,08729b67986b499f52e2853cd8e41d3cdc182ae49a20fdefd46edbd8c5c93e50
HUM,1d,0,17898,20657,1899,c924cad3eb44928906e453462be28b2e3fe551a3f18f2330a8a697b5008739b6
HWM,1d,1,18353,20658,1586,60abf4051e2e623814b1f0ba38409dd533730a3364ed7f7bda3d9c92c231a923
HYG,1d,1,17898,20658,1900,c91eace2541f32fc5cdf8ca6d883b19d69f7c3ed24d4a7f675125dae1f53ec37
HYLN,1d,0,18008,20657,1824,e51e705be7567a480f6c8e849c5d9ed24f9e5f54c18d4db99aa807117a7c85ac
IBIT,1d,1,19733,20658,635,6761b56bf69995f27c094666ee7012238dc2195fb9bde7a2d9aa9fc5bff3f947
IBM,1d,1,17898,20658,1900,b8468e5329705ba0c9a1439b4dd47d4592243e7bb74892c56de3d40489cd74fd
IBRX,1d,0,17898,20657,1899,0d15bcc3e69965cba908e333f200d7f2b52cd37cae51153fd3ed4305a512738a
ICE,1d,1,17898,20658,1900,9cec6956f9e4b81826b206f8380fdb394ff64e09675cce16940a9481dc311077
IDXX,1d,0,17898,20657,1899,54b69528d5ab38a554c2a7e3dd08995faec59df5ef7fd7923585dba609ba0dfc
IEX,1d,0,17898,20657,1899,16ffccfe76ac9be9bee2a3ea585c1885feead203159b8e7476b27f0d9c683ea3
IFF,1d,0,17898,20657,1899,6ed28b9adee09dae89d655a19caa735e5858bb92970e964571604c4125ddd695
IMSR,1d,0,20006,20657,446,42132855d05c1d33ecd358002ac9145bb8df5418d4a0e36118791eb7490a2cd9
INCY,1d,0,17898,20657,1899,9ebfd8c2f5416354528c23904b3449ffa46b9487427223ec8c6179aea1e55b8c
INDI,1d,0,18173,20657,1708,8a67b3c10f6504ed66120c094f39e25c4f089f5e4ffae3aa77330e39476a5bfe
INFQ,1d,0,20276,20657,264,1646c57514d7c6e6cd52d1bfd17f33a1277a115db4056cd52a0e2ed5e040457d
INFY,1d,1,17898,20658,1900,eba091c670780757a2c44ae524298042c4db2bcba743199b08ef3a2fa624ce4e
INLF,1d,0,20090,20657,389,5b238dd47994416c72c547d40b1b2ffe163d2b23a80bbe5bd2d0e78694702ada
INTC,1d,1,17898,20658,1900,aea8dfc3f4b8eac04c5d85df5cb3e635a1bc25d7155df9b8f5fa6a7cc0ca2aff
INTU,1d,1,17898,20658,1900,6b0f9f4225b78ff10382bfe6b0bfce7d952edacb80144412dd018c7cc071ea1f
INTW,1d,1,20132,20658,362,52be37bb479ee3f88930f99388a7c99d92e93ec683de4e97382e2e5061572dd9
INV,1d,0,18960,20657,1166,e95b7f5e3ebe73b1515113a284f9394c63dae70c28347076ad1aee8fa971699f
INVH,1d,0,17898,20657,1899,1558987c11551d0a0e9736a2fc67c0e09eb69ced58508f46f8517788a69e56f7
IONQ,1d,1,18631,20658,1395,cdf0ade3c36dd15aa26893f0666356d43cdf1dc2f7fedb33dd8d359c63becdad
IONS,1d,1,17898,20658,1900,ff146ae6b7fce31d7bff48874e4ec9d7d87e2ec433b0d258e954ff47c2afa93a
IONX,1d,0,20159,20657,343,5ed9bdcba702802bc1394baf5dd1d1ae60bb6d173a896d61a92d1edf2c3e9c80
IONZ,1d,0,20263,20657,272,f58d5777aef942fc09eb27ea92d23502232049778ae554713d2cf1dd723623eb
IP,1d,0,17898,20657,1899,182ae691e98be9690f34222e0bfa016507ce827f8a1d2c078bcdd10fb4643641
IPG,1d,0,17898,20418,1737,41621a70e8ce98f6b98c4858b4d583c434c4348db0fe4f3982af02b693afcafb
IQV,1d,0,17898,20657,1899,4c8ccf88b2830baecd2a6ff5256903f425b3d206aa863a3669dcdbdfea213681
IR,1d,0,17898,20657,1899,560e3b46dccd2de6e79fc0a7c6430a200a0a31fb8c587eb18fad52e0bb5c5827
IRE,1d,0,20382,20657,189,d535c52f9f846578df94d8e7420fab787ae7b9a1e78faf00cac7dc75f4caa0f2
IREN,1d,1,18948,20658,1174,4f3160e5b96e073da59282391129a0f6bbe2d3316b13291d81607666d395078b
IREX,1d,0,20384,20657,187,e2c2ff509825935e38538e0fc6815fc9df22a6dfcaed937ea6f04fc4394421d5
IREZ,1d,0,20475,20657,126,97004628f70db8ad068295283a746a38898389e1256a21c684aaee7c38eca052
IRM,1d,0,17898,20657,1899,8e3eec83908e83e8ea536ca49322b4a05a87f8400b16a58aa818dbee1c42e1d0
ISRG,1d,1,17898,20658,1900,3ac035f4ea34d3192e25bbaa49bf6aa4cb279e9e1025469cad10e74012114a76
IT,1d,0,17898,20657,1899,df8b18d5efd075c376f8905f868310994e68b2a90d3b893b4062ef5522c93b8b
ITUB,1d,0,17898,20657,1899,847b1ace81c71e863a7704cf463c1d5bd745661235e24bf6dcce21aa8596f265
ITW,1d,0,17898,20657,1899,b416f07fce2855be673c8c16dbf27211a9130ee7ec70959bc6caf2cd507f1a2f
IVDAW,1d,0,19083,20657,1080,56b1752f07548114fc15f91b5b3f782033ad2f44ba51fa343de077d51c60bd39
IVZ,1d,0,17898,20657,1899,5a10708daba8e5ce6060fdbc39256217798829b0db7ada5a0d91db0f1ef14b2f
IWM,1d,1,17898,20658,1900,e693e5f1e2b1af503a853cdec313d34614a8bc2a06d99c9b73751d4c883ebe12
J,1d,0,17898,20657,1899,cf0c63e1711e89c23ee334f2a25458daa417d84a60bd2e20748d02db1f0488e4
JBHT,1d,0,17898,20657,1899,27a24402e3063e701ff0dfe25c69435af2656920ca3cadd6b6b054c66e0be4bc
JBIO,1d,0,18808,20657,1271,a66c0214e9f2687c5f183455ceeb89978985ab246aa49b838d8f7948c7bb9ce2
JBL,1d,0,17898,20657,1899,5bc66bbe2e40980b3839ef73baa88fe1a4e0243bf6b0ab06fc91e1fcf147fa91
JBLU,1d,0,17898,20657,1899,16880a0c2dcf0488190bc0d56496cc0db03433f0ac88914084f380cbc1d159d0
JCI,1d,0,17898,20657,1899,460a50fddc71bc725cea554fec944ac9d3e2cdbb6797a33fb4c0245658837552
JEM,1d,0,20248,20657,282,28c965518d013a142ae952f7fc77266ba3c2e762c687e258c70618f48404f046
JKHY,1d,0,17898,20657,1899,ceebe2bb29a78483d5f8ecf28993771e41b814e266687ff709328af5b4659a60
JLHL,1d,0,20265,20657,270,086c8829f85bda2573b84fc46f3add7bc5c7ce0763ca475b59ba85eda4b3d4f9
JNJ,1d,1,17898,20658,1900,fd4be7c3a4e8a56889caf770ba051cd43311a0b057f1a5be0a65292e303b8827
JNPR,1d,0,17898,20270,1633,d6f178ece20c25f643f1d804060a551abd609a72a8a43f1c1427be3bed68705a
JOBY,1d,1,18575,20658,1432,f4d8e616422307360ee12609dabe0343e08c5375829aa2ace42c760bbf61ac37
JPM,1d,1,17898,20658,1900,09a71f8ec8523f0dba890af1a4e5dc91c3b226c8980f53e4d4f5cd8d25a1d29d
JXN,1d,0,18890,20657,1215,f78eacd7879d7ab7220d5cce63e825b159b9c790f0f2bb22b91d23b0dd775bf0
JZXN,1d,1,18765,20658,1302,68ba3db9fd993bf42d63a1d63d0ccd1a763163c0754d49ded3d0a9f4e18ff852
K,1d,0,17898,20432,1746,48363e3d4f856d2696e174a65b68fa3dc0a03b149e61dc2ff7798e1ce3c62e25
KC,1d,0,18390,20657,1559,93e1eb172f74123c22c6b07d832f2fad6a6f1f2106bd0ffb6f19f2c557f2a5aa
KDP,1d,0,17898,20657,1899,da4301194cca0acd5c598d56f1a1ce6c5513f2547cb2919244685d18da431ee4
KEEL,1d,0,18799,20657,1278,43351acd150a18d8cb916f008648044374da90bcf7ac589ded81e964b8762743
KEY,1d,0,17898,20657,1899,6b76ca7cbe379346bc9f62e66322c4f072d4ee3172c65892ef0026dda9e32dc8
KEYS,1d,0,17898,20657,1899,b3c3a847a27ceb4b968981fd041211db2279af4afc138b4e1e6d99eaa5e5495a
KHC,1d,0,17898,20657,1899,926a719b0ab59fc4fa8da9688e324e29dbd8769f2d4139f46619a1477d0fc2c7
KIDZ,1d,0,20185,20657,325,d9cdbaa2248852e63ac2be02af8523ecaf1d925b982b69dc35536cbbe7c15152
KIM,1d,0,17898,20657,1899,3eba9c87b916fcad345354f59e1cc8b0bf2811e7e619cf301ea39fac09bebfac
KKR,1d,0,17898,20657,1899,0b637488269feb7ebcdb045b4da7897d028d18a3546b85c01b870ca84d529768
KLAC,1d,1,17898,20658,1900,fe9961a6a67dd1595e74768c1f325325f0f49e0beaa07aaca4fae5993ae57cbd
KMB,1d,0,17898,20657,1899,4c727e75dc516ed008f18630b93888a57108a844de7b7284caf7efb9435cfc15
KMI,1d,0,17898,20657,1899,a742f307b63d7d2454cf70d6cd78016000c9a3a75cafb4ff0b2c8e599e666f96
KMX,1d,0,17898,20657,1899,4acc860049375499536819cdff9c34787fd2ddacb3b6589776f51e31aca86c83
KO,1d,1,17898,20658,1900,beb1407b94743c7e9a8c44b84661d97c6cfae5d844d6bb4c1a1eef130a85cc5b
KOLD,1d,0,17898,20657,1899,681f3f4cf9831283f001492d15f318296e4a47c394069d44a6502cfa518beecf
KOPN,1d,0,17898,20657,1899,3838ea0aa23fa477e50953e34798f3975e246504d5d35d914c5e6359961bffba
KORU,1d,1,17898,20658,1900,2a853570bb9eef5774f8de3143208a78547aec69969a4c617da82fc687863b62
KR,1d,0,17898,20657,1899,8d862bb376446cdd3d7b0203828dd42d55e0138307920be29b4f761c506c5b06
KRMN,1d,0,20132,20657,361,74d38aca55028ee3a9be0b9a04a681af9ab88ee533ef2b0090f34b2728f846b8
KTTAW,1d,0,18885,20657,1218,e72a7f5f5cad869b9788cc22ca48f25b0b54bbace158ecd39e3ec0f992926f8a
KURA,1d,0,17898,20657,1899,4e3d235d903d8a110c88c13a768d4f42e7fb830601b8ae3bc0f5965a7c54caf3
KVUE,1d,0,19481,20657,807,17ce4b545424d19e2844bfc2b57bf72d9e174a2e0eec7cc0585d81d0da6a4f91
KVYO,1d,0,19620,20657,712,6fc53fd115a5049689d46cfc7262ced1744039fa16fb543c4110b0c43c39d8d5
KYTX,1d,0,19761,20657,615,0bf4b54127ec576966d03139f478577f9d88f9fc00ff47d8e14c67cb8c095236
L,1d,0,17898,20657,1899,900274dbc1da5bafb23fae8337192da8461d5e3cdcd673d5e61ef34fe30bcd0e
LABD,1d,0,17898,20657,1899,82caeb2a80be5dd49b3188cabc0b15478e6de7a172fa48cca6eca54ee3b0c283
LAC,1d,0,17898,20657,1899,0ba969c208febf3d67f741fdbd2ae3680baa021b695bfae61a9e5ee828b47aca
LDOS,1d,0,17898,20657,1899,67668a4811ca82d1e21f3dab4506eae48ff98dd8902dcee82ad46e45ffb168ab
LEN,1d,0,17898,20657,1899,30eb29aef7e5ce63c232717638c4e85c6e2868f23c42a33f071d2a4becc35840
LEU,1d,1,17898,20658,1900,475cb76caeb0bc2becb04d6cdbc4b341f487b86e04c4171ff122663db5493af0
LGHL,1d,0,18430,20657,1532,f93f72fae0f2d3b5b60fd73b1336533a55d2e1b64751217ddccad81264edb529
LGPS,1d,1,20172,20658,335,c6a647c4756d70bea5324b24f7f95415971ef30e22353699ccfcbaf40debb884
LH,1d,0,17898,20657,1899,ce5a679169d33ff3ad7b9088190faf208fa34ca8e19848982af1455ec0c7bb41
LHSW,1d,1,20181,20658,328,88f970a9180743a879ed4ea47ac3c17c715b3fad66be25b7c583b1d3d188bf80
LHX,1d,0,17898,20657,1899,34115e28a32072350d080f7d0470b6cd95bd521f1daf1c8c5c9ceb9067ac3585
LIDRW,1d,0,18633,20657,1392,a7339246c5ee9955f2a37388955f4ced6036d1dfdf6d1bc04bd45876c57c1aa0
LIMN,1d,0,20209,20657,308,ede982d5d288f3af767ce72fb1fe5d814a4eb92fc180fad71281d1fb9ddacd32
LIN,1d,1,17898,20658,1900,69176ee3168a4084610702f49646a15f3eaed5528b540e173e37e464e8780b85
LITX,1d,0,20480,20657,123,ced4e589ab14ec79fa9f5b97eb1b957546ecf76dc68a9ad063342e554fc85c43
LKQ,1d,0,17898,20657,1899,2ba25d9032c2519560fa57abb3f09fb1820faacc73ce031d912e65808d153491
LLY,1d,1,17898,20658,1900,3410d88bece5e53409faa192ec7c21060059dd516c3e7b9632198662f1fc00e7
LMT,1d,1,17898,20658,1900,5741c64e4548c57259d9fefceec20c7bdffa40439409264e84bbe02affb1d0ab
LNT,1d,0,17898,20657,1899,107e6229d0e74eb47b844fc58145e7bede85ab55138c049302d22978e2653b5f
LOFF,1d,0,20619,20657,27,338bc7d3e9f06f35b9f3b3076171c5c265fba546dfc611e9b2e7e75a5c227f88
LOW,1d,1,17898,20658,1900,9099d1c49c5d59160f5a58654f7b6fde45c04f665496dbae7ac441e56cdb4b01
LPTH,1d,0,17898,20657,1899,808955f0e4bc4f83b77223c56f1e1f27dd62a48bea4dec28a2041580d270c224
LQD,1d,1,17898,20658,1900,de09b0ad15b54d5296b47ff92dd158490116f10d4d1f73d10731d0a6331da38e
LQDA,1d,0,17898,20657,1899,8741caa2473a3ea3b2bfbc42dd4d80652ec36359b2f0ccd97dc788a69b07d584
LRCX,1d,1,17898,20658,1900,14e844b4c0d35ab1a90dd7d1b985b4c00295f5bcc2bea411ed7bab71214b8759
LRMR,1d,0,17898,20657,1899,0ec8374b5d6048c7db38666967932691e108b56cfdae5873964e07470a9e1d2b
LUCY,1d,0,19219,20657,988,1521b6f327b9ed4163b738ba891b171b09c366c9f9986a889307e1be0298227f
LUCYW,1d,0,19219,20657,988,62605f25f6f349bf40b3def0b2db594c822e2c43a4e13b59b6dcbb2c23c584cd
LULU,1d,0,17898,20657,1899,bebb8deba83ccf73d237b0ac120c6655cb90882f0ff047def851fd73648882ae
LUV,1d,0,17898,20657,1899,4a0e73cc6ee2ac18b0f5ef5e1630614fa94959e8b4a60cddb5b9eb79f370ee82
LVS,1d,0,17898,20657,1899,84a39a6097391223ef780fd53ce6354384781e58cfa2fdc4aab0a4d3b7f12041
LW,1d,0,17898,20657,1899,5f2251032035248097eddfddee3545bb839db80fa68eb4225cf57890e0bcd40e
LWLG,1d,0,18871,20657,1227,f3a3e80e768bbf9f9fd46bccb2db73319fe06eea27fe7761c0a37f3ea84e5f0a
LYB,1d,0,17898,20657,1899,29d8d8213a329cdc6a0e1e9dcede6cee7f72deb7a02e7c7780e061af0ce33421
LYG,1d,0,17898,20657,1899,86350c6ae051bd6a1557454898b3af5ed0bd66460fb2a6b2215c41b5d41aca85
LYV,1d,0,17898,20657,1899,467b477ee1c797d85d8a697c152f48c0d08ceec10aa7032703754153437eb41d
LZ,1d,0,18808,20657,1271,38150681e02d3e97d1ca3304136eeebc19cd65047a2eb792745a04930524003a
MA,1d,1,17898,20658,1900,d58c7bdc14e505d623e3118fd1790652d40bd326bdd7a3ec075fe27ca8af9035
MAA,1d,0,17898,20657,1899,941402b36fd8fdc13fba38ce0c917fa5e09ac30fa117303b1f25a5c5147222f2
MAR,1d,0,17898,20657,1899,66fd412464e1cc4670ed3f0816022b1491c71df383da294babc6b3d656aeceab
MARA,1d,1,17898,20658,1900,87767445ce17d7b062c6b3b5a561fe80d8a1605a5b3d3a2cc6d003320cca5ca7
MAS,1d,0,17898,20657,1899,a1754d57a10ec094b6ad4adef83cecb4f3888592e7499e65ddb6c5c287ea44df
MAT,1d,0,17898,20657,1899,a67e46e3a36afaad0c6b7d79d508ceb00bf475d2fd28c2b637b3af660aea001c
MCD,1d,1,17898,20658,1900,537a5b9abfc951cfc7e7435fbecd9a8d3c6ec894efc4a2984c20f07fa73cf9db
MCHP,1d,1,17898,20658,1900,cdb2e9341df905a26913de9df5d0f295631ceff45edbf070ceef6723d09dacc0
MCK,1d,1,17898,20658,1900,4c661a60780c0c453a97843ad1203b65090996965b55b84508b1e2a015bb7e07
MCO,1d,0,17898,20657,1899,e026d7f21b136a27f96e61c3993b958f35805e67efc2bda869c7c21ee4193004
MDA,1d,0,20524,20657,92,4c811592f982f5dc9af2ae31d8aa88a2bc15c1277efbbeef5458285db9d1de46
MDB,1d,1,17898,20658,1900,1775fbe50d7422feb039ad4d6fdf7ae9aae662f292bbba24f83472f59250318d
MDCXW,1d,0,20041,20657,421,267c7d6c453ed95ffc7ba4cb1b4452c2e882954803eed7b649e22bedae234118
MDLZ,1d,0,17898,20657,1899,d41d55413f714a686230e7011825ae2832f6abc169ebe64a7e7e42f6001b5e98
MDT,1d,1,17898,20658,1900,944e0ce2cf75711d028e25ee1fb785b256f831972cbc541b2e1cd27185ce24d3
MET,1d,0,17898,20657,1899,72d34b250c1c7fc58cbe0c25595b6a910e339e91e6237c781cb93c9dca70c63b
META,1d,1,17898,20658,1900,c7167b2e651654588afbd5186120b763efe23aec0b9a734f7225e727ef5b8545
METD,1d,0,19879,20657,534,ff44cb463c5d5cb6a1ff5701fcb159ca858cb31aee794b13e12fdcc212236518
METU,1d,1,19879,20658,535,654adb872b2f95b38718d5d9334742e82a8360752c4694ebb7785f9b74ce4669
MGM,1d,0,17898,20657,1899,4389f312a38675bcacc2f1ede315516d67f1084807c26525c4d02ca9702687b2
MHK,1d,0,17898,20657,1899,031d8c4803cbcd6979e5ce53267d6313308dc34accbcdb840a998aa580989cc0
MIMI,1d,0,20098,20657,384,08c918b08cb35d896b2f520c2e8b98ac5bbe2e96a539c1685cbf97e423593718
MKC,1d,0,17898,20657,1899,a35f06d59f3741009cd91c6db668d76063a645de620f6a8f2d29a1bf0ac16283
MKTX,1d,0,17898,20657,1899,bc6d8d33f6553cae8c4ab5086f0d6991dd5b740026b705795b982ea26f6f1337
MLCO,1d,0,17898,20657,1899,d071578d493b1056f526403e84a9692e86a4e50c6468539920d6934bbaa8e476
MLM,1d,0,17898,20657,1899,35fb9f68dc1117839948a8e83a9ca59a4d536845c7827997d37c75989ea54ebd
MMC,1d,0,17898,20466,1768,16eba0e97e817178a0f04cafc0431e2d58235f0015a0a3e88c5f815b17fab50d
