day,n_rows,n_symbols,n_stocks,n_crypto,n_resolved,n_ungradable,n_pending,created_first_utc,created_last_utc,revisions,qualifies
2026-02-06,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-09,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-10,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-11,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-12,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-13,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-18,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-02-27,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-02,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-03,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-09,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-12,1,1,1,0,0,1,0,2026-09-07T20:15:05+00:00,2026-09-07T20:15:05+00:00,e38b39f0883fef71ab5ad5e9c8171fcbcb60ead7,0
2026-03-13,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-16,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-19,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-20,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-03-31,3,3,3,0,0,3,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-06,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-08,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-14,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-17,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-22,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-24,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-04-27,2,2,2,0,0,2,0,2026-09-07T20:15:05+00:00,2026-09-07T20:17:44+00:00,"60b7afafa3058356e02d6d68f5019a17a743d6b3,e38b39f0883fef71ab5ad5e9c8171fcbcb60ead7",0
2026-04-29,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-01,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-04,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-05,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-06,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-07,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-08,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-12,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-13,3,3,3,0,0,3,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-14,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-15,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-20,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-26,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-27,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-05-29,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-01,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-03,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-09,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-10,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-15,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-23,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-24,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-25,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-06-30,3,3,3,0,0,3,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-01,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-06,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-08,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-10,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-13,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-14,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-16,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-17,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-20,3,3,3,0,0,3,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-21,2,2,2,0,0,2,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-22,1,1,1,0,0,1,0,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,60b7afafa3058356e02d6d68f5019a17a743d6b3,0
2026-07-24,1,1,1,0,0,1,0,2026-09-04T06:06:50+00:00,2026-09-04T06:06:50+00:00,ecc73d219bcd50192e74d1209d905085646dd66c,0
2026-08-03,1,1,1,0,0,0,1,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-08-04,3,3,3,0,0,0,3,2026-09-04T06:06:50+00:00,2026-09-07T20:17:44+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-08-13,1,1,1,0,0,0,1,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-08-21,1,1,1,0,0,0,1,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-08-26,1,1,1,0,0,0,1,2026-09-07T20:17:44+00:00,2026-09-07T20:17:44+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-08-31,1,1,1,0,0,0,1,2026-09-04T06:06:50+00:00,2026-09-04T06:06:50+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,0
2026-09-03,301,301,301,0,301,0,0,2026-09-04T05:37:54+00:00,2026-09-07T20:15:05+00:00,"e38b39f0883fef71ab5ad5e9c8171fcbcb60ead7,f3bbf8f7d4f4b20ef706612979f2134084e74e4f",1
2026-09-04,850,850,850,0,850,0,0,2026-09-04T18:06:49+00:00,2026-09-07T20:17:44+00:00,"60b7afafa3058356e02d6d68f5019a17a743d6b3,b15975d54e27a51b7897e45e0f9d91c83b75a09f",1
2026-09-08,850,850,850,0,850,0,0,2026-09-08T13:36:26+00:00,2026-09-09T01:05:07+00:00,"b15975d54e27a51b7897e45e0f9d91c83b75a09f,d08d3f113e4f94bef9e5e6fac72db64414606177",1
2026-09-09,850,850,850,0,0,0,850,2026-09-09T23:41:55+00:00,2026-09-09T23:51:55+00:00,d08d3f113e4f94bef9e5e6fac72db64414606177,1
